1, 4.729811e-001
2, 4.740354e-001
3, 5.706474e-001
4, 5.717234e-001
5, 5.824121e-001
6, 5.834095e-001
7, 5.854629e-001
8, 5.864450e-001
9, 5.875454e-001
10, 5.885277e-001
11, 5.895245e-001
12, 5.905096e-001
13, 5.914977e-001
14, 5.924860e-001
15, 5.934761e-001
16, 5.944678e-001
17, 5.954611e-001
18, 5.964560e-001
19, 5.974526e-001
20, 5.984508e-001
21, 5.994507e-001
22, 6.004523e-001
23, 6.014556e-001
24, 6.024606e-001
25, 6.034672e-001
26, 6.044754e-001
27, 6.054854e-001
28, 6.064971e-001
29, 6.075105e-001
30, 6.085256e-001
31, 6.095423e-001
32, 6.105607e-001
33, 6.115809e-001
34, 6.126027e-001
35, 6.136262e-001
36, 6.146514e-001
37, 6.156785e-001
38, 6.167071e-001
39, 6.177376e-001
40, 6.187698e-001
41, 6.198037e-001
42, 6.208392e-001
43, 6.218765e-001
44, 6.229156e-001
45, 6.239565e-001
46, 6.249990e-001
47, 6.260433e-001
48, 6.270893e-001
49, 6.281370e-001
