1, 5.000000e-01
2, 3.750000e-01
3, 2.812500e-01
4, 2.109375e-01
5, 1.582031e-01
6, 1.186523e-01
7, 8.898926e-02
8, 6.674194e-02
9, 5.005646e-02
10, 3.754234e-02
11, 2.815676e-02
12, 2.111757e-02
13, 1.583818e-02
14, 1.187862e-02
15, 8.908957e-03
16, 6.681703e-03
17, 5.011283e-03
18, 3.758490e-03
19, 2.818868e-03
20, 2.114117e-03
21, 1.585551e-03
22, 1.189142e-03
23, 8.918568e-04
24, 6.688684e-04
25, 5.016252e-04
26, 3.762171e-04
27, 2.821386e-04
28, 2.115890e-04
29, 1.586899e-04
30, 1.190007e-04
31, 8.922815e-05
32, 6.689876e-05
33, 5.014241e-05
34, 3.758073e-05
35, 2.818555e-05
36, 2.111495e-05
37, 1.578033e-05
38, 1.180172e-05
39, 8.836389e-06
