0.000000e+00, -1.570162e+00
1.800000e-01, 5.050381e-01
3.600000e-01, 2.564157e+00
5.400000e-01, 4.607656e+00
7.200000e-01, 6.636001e+00
9.000000e-01, 8.649653e+00
1.080000e+00, 1.064908e+01
1.260000e+00, 1.263474e+01
1.440000e+00, 1.460710e+01
1.620000e+00, 1.656662e+01
1.800000e+00, 1.851377e+01
1.980000e+00, 2.044901e+01
2.160000e+00, 2.237279e+01
2.340000e+00, 2.428560e+01
2.520000e+00, 2.618789e+01
2.700000e+00, 2.808012e+01
2.880000e+00, 2.996275e+01
3.060000e+00, 3.183625e+01
3.240000e+00, 3.370110e+01
3.420000e+00, 3.555773e+01
3.600000e+00, 3.740664e+01
3.780000e+00, 3.924825e+01
3.960000e+00, 4.108307e+01
4.140000e+00, 4.291153e+01
4.320000e+00, 4.473410e+01
4.500000e+00, 4.655126e+01
4.680000e+00, 4.836345e+01
4.860000e+00, 5.017116e+01
5.040000e+00, 5.197483e+01
5.220000e+00, 5.377493e+01
5.400000e+00, 5.557193e+01
5.580000e+00, 5.736629e+01
5.760000e+00, 5.915847e+01
5.940000e+00, 6.094894e+01
6.120000e+00, 6.273815e+01
6.300000e+00, 6.452659e+01
6.480000e+00, 6.631469e+01
6.660000e+00, 6.810293e+01
6.840000e+00, 6.989178e+01
7.020000e+00, 7.168170e+01
7.200000e+00, 7.347315e+01
7.380000e+00, 7.526659e+01
7.560000e+00, 7.706250e+01
7.740000e+00, 7.886131e+01
7.920000e+00, 8.066353e+01
8.100000e+00, 8.246958e+01
8.280000e+00, 8.427994e+01
8.460000e+00, 8.609508e+01
8.640000e+00, 8.791547e+01
8.820000e+00, 8.974154e+01
9.000000e+00, 9.157379e+01
