1, 3.535534e-01
2, 1.976424e-01
3, 1.414904e-01
4, 1.055411e-01
5, 7.910759e-02
6, 5.932667e-02
7, 4.449467e-02
8, 3.337098e-02
9, 2.502823e-02
10, 1.877117e-02
11, 1.407838e-02
12, 1.055878e-02
13, 7.919088e-03
14, 5.939312e-03
15, 4.454479e-03
16, 3.340851e-03
17, 2.505641e-03
18, 1.879245e-03
19, 1.409434e-03
20, 1.057059e-03
21, 7.927753e-04
22, 5.945712e-04
23, 4.459284e-04
24, 3.344342e-04
25, 2.508126e-04
26, 1.881085e-04
27, 1.410693e-04
28, 1.057945e-04
29, 7.934496e-05
30, 5.950034e-05
31, 4.461408e-05
32, 3.344938e-05
33, 2.507121e-05
34, 1.879037e-05
35, 1.409278e-05
36, 1.055748e-05
37, 7.890197e-06
